mtry,min_n,.iter,.metric,.estimator,mean,n,std_err,.config,model
75,40,23,recall,binary,0.6409483147799369,50,0.01292052781294954,Model1,rf-wv
75,40,23,roc_auc,binary,0.9326134366198695,50,0.002712592843369465,Model1,rf-wv
80,3,21,bal_accuracy,binary,0.7926867382250116,50,0.006051150913078868,Model1,rf-wv
80,3,21,f_meas,binary,0.5831564771251297,50,0.010346472509236305,Model1,rf-wv
80,3,21,kap,binary,0.5488252087407434,50,0.010948606031922032,Model1,rf-wv
80,3,21,npv,binary,0.9698662149014994,50,0.0013380839411512371,Model1,rf-wv
80,3,21,ppv,binary,0.5583705297808096,50,0.014160684640214471,Model1,rf-wv
80,3,21,precision,binary,0.5583705297808095,50,0.014160684640214468,Model1,rf-wv
80,3,21,recall,binary,0.6248869671440099,50,0.012272013888910065,Model1,rf-wv
80,3,21,roc_auc,binary,0.930939856394884,50,0.0027837498893782454,Model1,rf-wv
86,40,15,bal_accuracy,binary,0.7981317689991395,50,0.0062013737555110865,Model1,rf-wv
86,40,15,f_meas,binary,0.5812849261487327,50,0.010001561797719733,Model1,rf-wv
86,40,15,kap,binary,0.546009614128781,50,0.010539062598063502,Model1,rf-wv
86,40,15,npv,binary,0.970978107781907,50,0.00130303960687967,Model1,rf-wv
86,40,15,ppv,binary,0.5435934189648683,50,0.013204227036744872,Model1,rf-wv
86,40,15,precision,binary,0.5435934189648682,50,0.013204227036744872,Model1,rf-wv
86,40,15,recall,binary,0.6389408334150386,50,0.012680902423511699,Model1,rf-wv
86,40,15,roc_auc,binary,0.9312909293582536,50,0.0028836950166969493,Model1,rf-wv
92,2,22,bal_accuracy,binary,0.7940243328827218,50,0.005887474981719171,Model1,rf-wv
92,2,22,f_meas,binary,0.5862494160450087,50,0.009781580945454822,Model1,rf-wv
92,2,22,kap,binary,0.5522331358251632,50,0.010343336874337103,Model1,rf-wv
92,2,22,npv,binary,0.9700219095914275,50,0.001325142200117096,Model1,rf-wv
92,2,22,ppv,binary,0.5626443545578647,50,0.014006749603930882,Model1,rf-wv
92,2,22,precision,binary,0.5626443545578647,50,0.014006749603930876,Model1,rf-wv
92,2,22,recall,binary,0.6270591102183269,50,0.012036049431246773,Model1,rf-wv
92,2,22,roc_auc,binary,0.9296822813305539,50,0.0029122392201329983,Model1,rf-wv
97,40,19,bal_accuracy,binary,0.7994926370514791,50,0.00579485321252626,Model1,rf-wv
97,40,19,f_meas,binary,0.5836654091137742,50,0.009918969572967447,Model1,rf-wv
97,40,19,kap,binary,0.5485359976814869,50,0.010487071558132466,Model1,rf-wv
97,40,19,npv,binary,0.9711154493835195,50,0.001275459354794867,Model1,rf-wv
97,40,19,ppv,binary,0.5465047722215561,50,0.013872508324221093,Model1,rf-wv
97,40,19,precision,binary,0.5465047722215561,50,0.013872508324221098,Model1,rf-wv
97,40,19,recall,binary,0.641582173727218,50,0.011835622331338341,Model1,rf-wv
97,40,19,roc_auc,binary,0.9289489565194597,50,0.0029652529228133715,Model1,rf-wv
99,2,8,bal_accuracy,binary,0.7916464159481517,50,0.005809636542449771,Model1,rf-wv
99,2,8,f_meas,binary,0.5813981441055123,50,0.010014431724131632,Model1,rf-wv
99,2,8,kap,binary,0.5468718508715174,50,0.010603558728973844,Model1,rf-wv
99,2,8,npv,binary,0.9697158014576468,50,0.0013213995851011522,Model1,rf-wv
99,2,8,ppv,binary,0.5563816128471263,50,0.014023112733783085,Model1,rf-wv
99,2,8,precision,binary,0.5563816128471263,50,0.014023112733783082,Model1,rf-wv
99,2,8,recall,binary,0.6230237566829734,50,0.011808870827115929,Model1,rf-wv
99,2,8,roc_auc,binary,0.9277624767475473,50,0.0029719902898049143,Model1,rf-wv
105,2,4,bal_accuracy,binary,0.7915790681577995,50,0.005555503949332035,Model1,rf-wv
105,2,4,f_meas,binary,0.5809025389117632,50,0.00967414361103434,Model1,rf-wv
105,2,4,kap,binary,0.546222166716561,50,0.010272041678973897,Model1,rf-wv
105,2,4,npv,binary,0.9696991920558867,50,0.0013002165145680677,Model1,rf-wv
105,2,4,ppv,binary,0.5553784808176877,50,0.01402857624186113,Model1,rf-wv
105,2,4,precision,binary,0.5553784808176877,50,0.014028576241861133,Model1,rf-wv
105,2,4,recall,binary,0.6231849606963513,50,0.011293440982159115,Model1,rf-wv
105,2,4,roc_auc,binary,0.9267865865171929,50,0.0030867668185668826,Model1,rf-wv
110,39,10,bal_accuracy,binary,0.7983652296176825,50,0.005818203135926487,Model1,rf-wv
110,39,10,f_meas,binary,0.579946383235872,50,0.010467199726542404,Model1,rf-wv
110,39,10,kap,binary,0.5443436803106771,50,0.011117932703890599,Model1,rf-wv
110,39,10,npv,binary,0.9709464604608828,50,0.0012910137514485398,Model1,rf-wv
110,39,10,ppv,binary,0.541744141315369,50,0.014679450374396896,Model1,rf-wv
110,39,10,precision,binary,0.541744141315369,50,0.014679450374396896,Model1,rf-wv
110,39,10,recall,binary,0.6402499060375335,50,0.011751278592260264,Model1,rf-wv
110,39,10,roc_auc,binary,0.9272229870664568,50,0.003032453990719554,Model1,rf-wv
118,2,12,bal_accuracy,binary,0.7922310696196159,50,0.005601968424310817,Model1,rf-wv
118,2,12,f_meas,binary,0.5799380620509882,50,0.00925951973384754,Model1,rf-wv
118,2,12,kap,binary,0.5451506091712239,50,0.009758607080359088,Model1,rf-wv
118,2,12,npv,binary,0.9698392292060888,50,0.0012879859116835257,Model1,rf-wv
118,2,12,ppv,binary,0.5531526717196794,50,0.013661305887452948,Model1,rf-wv
118,2,12,precision,binary,0.5531526717196794,50,0.013661305887452948,Model1,rf-wv
118,2,12,recall,binary,0.6249123777237683,50,0.011572173502901044,Model1,rf-wv
118,2,12,roc_auc,binary,0.9248549115900646,50,0.0032309801220032673,Model1,rf-wv
123,2,2,bal_accuracy,binary,0.79137708737054,50,0.005809106697975286,Model1,rf-wv
123,2,2,f_meas,binary,0.5778666349477465,50,0.009348528909686234,Model1,rf-wv
123,2,2,kap,binary,0.5427894221748142,50,0.009899215627771163,Model1,rf-wv
123,2,2,npv,binary,0.9696821091195812,50,0.0013359342994676978,Model1,rf-wv
123,2,2,ppv,binary,0.5502536334918181,50,0.013360816521304091,Model1,rf-wv
123,2,2,precision,binary,0.5502536334918181,50,0.01336081652130409,Model1,rf-wv
123,2,2,recall,binary,0.6236459759106693,50,0.011947153710508437,Model1,rf-wv
123,2,2,roc_auc,binary,0.9243981074904856,50,0.0031819625434906683,Model1,rf-wv
123,39,25,bal_accuracy,binary,0.795592189851808,50,0.005920722776804547,Model1,rf-wv
123,39,25,f_meas,binary,0.5738769758189319,50,0.010469778959240898,Model1,rf-wv
123,39,25,kap,binary,0.5375676482338907,50,0.011080460450400656,Model1,rf-wv
123,39,25,npv,binary,0.9706940013141422,50,0.0012434208914939829,Model1,rf-wv
123,39,25,ppv,binary,0.5336428354604151,50,0.014257046242294466,Model1,rf-wv
123,39,25,precision,binary,0.5336428354604151,50,0.01425704624229446,Model1,rf-wv
123,39,25,recall,binary,0.635874301250164,50,0.011961748107797753,Model1,rf-wv
123,39,25,roc_auc,binary,0.9247662677510907,50,0.003223253489382642,Model1,rf-wv
